source,text,cluster
citizens.pdf,ante at in addition to beg ging the question what types of corporate spending are constitutionally protected and to what extent this claim rests on the assertion that some significant number of corporations have been cowed into quiescence by fec censorship ante at that assertion is unsub stantiated and it is hard to square with practical experi ence it is particularly hard to square with the legal land scape following wrtl which held that a corporate communication could be regulated under only if it was susceptible of no reasonable interpretation other than as an appeal to vote for or against a specific candi date u s at opinion of roberts c j em phasis added the whole point of this test was to make as simple and speechprotective as possible the court does not explain how in the span of a single election cycle it has determined the chief justices project to be also perplexing is the majoritys attempt to pass blame to the gov ernment for its litigating position by holding out the possibility of ruling for citizens united on a narrow ground yet refraining from adopting that position the majority says the government has caused added uncertainty that demonstrates the necessity to address the question of statutory validity ante at our colleagues have apparently never heard of an alternative argument like every liti gant the government would prefer to win its case outright failing that it would prefer to lose on a narrow ground the fact that there are numerous different ways this case could be decided and that the government acknowledges as much does not demonstrate anything about the propriety of a facial ruling cite as u s opinion of stevens j a failure in this respect too the majoritys critique of linedrawing collapses into a critique of the asapplied review method generally the majority suggests that even though it expressly dismissed its facial challenge citizens united neverthe less preserved itnot as a freestanding claim but as a potential argument in support of a claim that the fec has violated its first amendment right to free speech ante at see also ante at roberts c j concurring describing citizens uniteds claim as the act violates the first amendment by this novel logic virtually any submission could be reconceptualized as a claim that the government has violated my rights and it would then be available to the court,0
citizens.pdf,to entertain any conceivable issue that might be relevant to that claims disposition not only the asappliedfacial distinction but the basic rela tionship between litigants and courts would be upended if the latter had free rein to construe the formers claims at such high levels of generality there would be no need for plaintiffs to argue their case they could just cite the con stitutional provisions they think relevant and leave the rest to us the majoritys chilling argument is particularly inapposite with respect to u s c bs longstanding restriction on the use of corporate general treasury funds for express advocacy if there was ever any significant uncertainty about what counts as the functional equivalent of express advocacy there has been little doubt about what counts as express advocacy since the magic words test of buckley v valeo u s n per curiam yet even though citizens uniteds briefs never once mention bs restriction on express advocacy even though this restriction does not generate chilling concerns and even though no one has suggested that hillary counts as express advocacy the majority nonetheless reaches out to opine that this statutory provision is invalid as well ante at the majority adds that the distinction between facial and asapplied challenges does not have some automatic effect that mechanically controls the judicial task ante at i agree but it does not follow that in any given case we should ignore the distinction much less citizens united v federal election commn opinion of stevens j finally the majority suggests that though the scope of citizens uniteds claim may be narrow a facial ruling is necessary as a matter of remedy relying on a law review article it asserts that citizens uniteds dismissal of the facial challenge does not prevent us from making broader pronouncements of invalidity in properly as applied cases ante at quoting fallon asapplied and facial challenges and thirdparty standing harv l rev hereinafter fallon accord ante at opinion of roberts c j regardless whether we label citizens uniteds claim a facial or as applied challenge the consequences of the courts deci sion are the same the majority is on firmer conceptual ground here yet even if one accepts this part of professor fallons thesis one must proceed to ask which asapplied challenges if successful will properly invite or entail invalidation of the underlying statute the paradigmatic case is a judicial determination,4
citizens.pdf,that the legislature acted with an impermissible purpose in enacting a provision as this carries the necessary implication that all future as applied challenges to the provision must prevail see fallon citizens uniteds asapplied challenge was not of this sort until this court ordered reargument its contention was that bcra could not lawfully be applied to a invert it professor fallon proposes an intricate answer to this question that the majority ignores fallon it bears mention that our colleagues have previously cited professor fallons article for the exact opposite point from the one they wish to make today in gonzales v carhart u s the court explained that it is neither our obligation nor within our traditional institutional role to resolve questions of constitutionality with respect to each potential situation that might develop and for this reason asapplied challenges are the basic building blocks of constitutional adjudication id at opinion for the court by kennedy j quoting fallon second alteration in original cite as u s opinion of stevens j featurelength videoondemand film such as hillary or to a nonprofit corporation exempt from taxation under u s c c and funded overwhelmingly by indi viduals such as itself see brief for appellant success on either of these claims would not necessarily carry any implications for the validity of as applied to other types of broadcasts other types of corporations or unions it certainly would not invalidate the statute as applied to a large forprofit corporation see tr of oral arg mar counsel for citizens united emphasizing that appellant is a small nonprofit organi zation which is very much like an mcfl corporation and affirming that its argument definitely would not be the same if hillary were distributed by general motors there is no legitimate basis for resurrecting a facial chal internal revenue code section c applies inter alia to non profit organizations operated exclusively for the promotion of social welfare the net earnings of which are devoted exclusively to chari table educational or recreational purposes the chief justice is therefore much too quick when he suggests that even if considered in asapplied terms a holding in this case that the act may not be applied to citizens unitedbecause corpora tions as well as individuals enjoy the pertinent first amendment rightswould mean that any other corporation raising the same challenge would also win ante at concurring opinion that conclusion would only,4
citizens.pdf,follow if the court were to ignore citizens uniteds plausible asapplied arguments and instead take the implau sible position that all corporations and all types of expenditures enjoy the same first amendment protections which always trump the interests in regulation at times the majority appears to endorse this extreme view at other times however it appears to suggest that nonprofit corporations have a better claim to first amendment protec tion than forprofit corporations see ante at advocacy organi zations have a better claim than other nonprofits ante at domestic corporations have a better claim than foreign corporations ante at small corporations have a better claim than large corporations ante at and printed matter has a better claim than broadcast communications ante at the majority never uses a multinational business corporation in its hypotheticals citizens united v federal election commn opinion of stevens j lenge that dropped out of this case months ago narrower grounds it is all the more distressing that our colleagues have manufactured a facial challenge because the parties have advanced numerous ways to resolve the case that would facilitate electioneering by nonprofit advocacy corpora tions such as citizens united without toppling statutes and precedents which is to say the majority has trans gressed yet another cardinal principle of the judicial process if it is not necessary to decide more it is neces sary not to decide more pdk labs inc v drug en forcement admin f d cadc rob erts j concurring in part and concurring in judgment consider just three of the narrower grounds of decision that the majority has bypassed first the court could have ruled on statutory grounds that a featurelength film distributed through videoondemand does not qualify as an electioneering communication under of bcra u s c b bcra defines that term to en compass certain communications transmitted by broad cast cable or satellite fa when congress was developing bcra the videoondemand medium was still in its infancy and legislators were focused on a very different sort of programming short advertisements run on television or radio see mcconnell u s at the sponsors of bcra acknowledge that the fecs im plementing regulations do not clearly apply to videoon demand transmissions see brief for senator john mccain et al as amici curiae in light of this ambiguity the distinctive characteristics of videoon demand and the elementary rule that every reason able construction must be,0
citizens.pdf,resorted to in order to save a statute from unconstitutionality hooper v california u s the court could have reasonably cite as u s opinion of stevens j ruled that does not apply to hillary second the court could have expanded the mcfl ex emption to cover c nonprofits that accept only a de minimis amount of money from forprofit corporations citizens united professes to be such a group its brief says it is funded predominantly by donations from individuals who support its ideological message brief for appellant numerous courts of appeal have held that de minimis business support does not in itself remove an otherwise qualifying organization from the ambit of mcfl this court could have simply followed their lead finally let us not forget citizens uniteds asapplied constitutional challenge precisely because citizens the court entirely ignores this statutory argument it concludes that applies to hillary on the basis of the films content ante at without considering the possibility that does not apply to videoondemand transmissions generally see colorado right to life comm inc v coffman f d ca adopting this rule and noting that every other circuit to have addressed this issue has done likewise brief for independent sector as amicus curiae collecting cases the court rejects this solution in part because the government merely suggests it and does not say that it agrees with the interpretation ante at our colleagues would thus punish a defendant for showing insufficient excitement about a ground it has advanced at the same time that they decide the case on a ground the plaintiff expressly abandoned the court also protests that a de minimis standard would require intricate casebycase determinations ante at but de minimis tests need not be intricate at all a test that granted mcfl status to c organizations if they received less than a fixed dollar amount of business donations in the previous year or if such donations represent less than a fixed percentage of their total assets would be perfectly easy to understand and administer another bypassed ground not briefed by the parties would have been to revive the snowejeffords amendment in bcra c allowing certain nonprofit corporations to pay for electioneering com munications with general treasury funds to the extent they can trace the payments to individual contributions see brief for national rifle association as amicus curiae arguing forcefully that congress intended this result citizens united v,0
citizens.pdf,federal election commn opinion of stevens j united looks so much like the mcfl organizations we have exempted from regulation while a featurelength videoondemand film looks so unlike the types of electoral advocacy congress has found deserving of regulation this challenge is a substantial one as the appellants own arguments show the court could have easily limited the breadth of its constitutional holding had it declined to adopt the novel notion that speakers and speech acts must always be treated identicallyand always spared expendi tures restrictionsin the political realm yet the court nonetheless turns its back on the asapplied review proc ess that has been a staple of campaign finance litigation since buckley v valeo u s per curiam and that was affirmed and expanded just two terms ago in wrtl u s this brief tour of alternative grounds on which the case could have been decided is not meant to show that any of these grounds is ideal though each is perfectly valid ante at majority opinion it is meant to show that there were principled narrower paths that a court that was serious about judicial restraint could have taken there was also the straightforward path applying austin and mcconnell just as the district court did in holding the chief justice finds our discussion of these narrower solutions quite perplexing because we suggest that the court should latch on to one of them in order to avoid reaching the broader constitutional question without doing the same ourselves ante at there is nothing perplexing about the matter because we are not similarly situated to our colleagues in the majority we do not share their view of the first amendment our reading of the constitution would not lead us to strike down any statutes or overturn any precedents in this case and we therefore have no occasion to practice constitutional avoidance or to vindicate citizens uniteds asapplied challenge each of the arguments made above is surely at least as strong as the statu tory argument the court accepted in last years voting rights act case northwest austin municipal util dist no one v holder u s cite as u s opinion of stevens j that the funding of citizens uniteds film can be regulated under them the only thing preventing the majority from affirming the district court or adopting a narrower ground that would retain austin is its disdain for austin,0
citizens.pdf,ii the final principle of judicial process that the majority violates is the most transparent stare decisis i am not an absolutist when it comes to stare decisis in the campaign finance area or in any other no one is but if this princi ple is to do any meaningful work in supporting the rule of law it must at least demand a significant justification beyond the preferences of five justices for overturning settled doctrine a decision to overrule should rest on some special reason over and above the belief that a prior case was wrongly decided planned parenthood of south eastern pa v casey u s no such justification exists in this case and to the contrary there are powerful prudential reasons to keep faith with our precedents the courts central argument for why stare decisis ought to be trumped is that it does not like austin the opinion was not well reasoned our colleagues assert and it conflicts with first amendment principles ante at this of course is the courts merits argument the many defects in which we will soon consider i am per fectly willing to concede that if one of our precedents were dead wrong in its reasoning or irreconcilable with the rest of our doctrine there would be a compelling basis for revisiting it but neither is true of austin as i explain at length in parts iii and iv infra at and restating a merits argument with additional vigor does not give it i will have more to say shortly about the meritsabout why austin and mcconnell are not doctrinal outliers as the court contends and why their logic is not only defensible but also compelling for present purposes i limit the discussion to staredecisisspecific considerations citizens united v federal election commn opinion of stevens j extra weight in the stare decisis calculus perhaps in recognition of this point the court supple ments its merits case with a smattering of assertions the court proclaims that austin is undermined by experience since its announcement ante at this is a curious claim to make in a case that lacks a developed record the majority has no empirical evidence with which to substan tiate the claim we just have its ipse dixit that the real world has not been kind to austin nor does the majority bother to specify in what sense austin has been under mined,0
citizens.pdf,instead it treats the reader to a string of non sequiturs our nations speech dynamic is changing ante at speakers have become adept at presenting citizens with sound bites talking points and scripted messages ibid corporations do not have monolithic views ibid how any of these ruminations weakens the force of stare decisis escapes my comprehension the majority also contends that the governments hesi tation to rely on austins antidistortion rationale dimin ishes the principle of adhering to that precedent ante at see also ante at opinion of roberts c j governments litigating position is most important the chief justice suggests that austin has been undermined by subsequent dissenting opinions ante at under this view it appears that the more times the court stands by a precedent in the face of requests to overrule it the weaker that precedent becomes the chief justice further suggests that austin is uniquely destabilizing because it threatens to subvert our courts decisions even outside its particular facts as when we applied its reasoning in mcconnell ante at once again the theory seems to be that the more we utilize a precedent the more we call it into question for those who believe austin was cor rectly decidedas the federal government and the states have long believed as the majority of justices to have served on the court since austin have believed and as we continue to believethere is nothing destabilizing about the prospect of its continued application it is gutting campaign finance laws across the country as the court does today that will be destabilizing cite as u s opinion of stevens j factor undermining austin why it diminishes the value of stare decisis is left unexplained we have never thought fit to overrule a precedent because a litigant has taken any particular tack nor should we our decisions can often be defended on multiple grounds and a litigant may have strategic or casespecific reasons for emphasizing only a subset of them members of the public moreover often rely on our bottomline holdings far more than our precise legal arguments surely this is true for the legisla tures that have been regulating corporate electioneering since austin the task of evaluating the continued viabil ity of precedents falls to this court not to the parties although the majority opinion spends several pages making these surprising arguments it says almost noth ing about the standard considerations,0
citizens.pdf,we have used to determine stare decisis value such as the antiquity of the precedent the workability of its legal rule and the reli ance interests at stake it is also conspicuously silent about mcconnell even though the mcconnell courts decision to uphold bcra relied not only on the anti distortion logic of austin but also on the statutes histori cal pedigree see eg u s at and the need to preserve the integrity of federal campaigns see id at and n we have recognized that stare decisis has special force when legislators or citizens have acted in reliance on a previous decision for in this instance overruling the deci additionally the majority cites some recent scholarship challenging the historical account of campaign finance law given in united states v automobile workers u s ante at austin did not so much as allude to this historical account much less rely on it even if the scholarship cited by the majority is correct that certain campaign finance reforms were less deliberate or less benignly motivated than automobile workers suggested the point remains that this body of law has played a significant and broadly accepted role in american political life for decades upon decades citizens united v federal election commn opinion of stevens j sion would dislodge settled rights and expectations or require an extensive legislative response hubbard v united states u s quoting hilton v south carolina public railways commn u s stare decisis protects not only personal rights involving property or contract but also the ability of the elected branches to shape their laws in an effective and coherent fashion todays decision takes away a power that we have long permitted these branches to exercise state legislatures have relied on their authority to regu late corporate electioneering confirmed in austin for more than a century the federal congress has relied on this authority for a comparable stretch of time and it specifically relied on austin throughout the years it spent developing and debating bcra the total record it com piled was pages long pulling out the rug be neath congress after affirming the constitutionality of six years ago shows great disrespect for a coequal branch by removing one of its central components todays ruling makes a hash out of bcras delicate and intercon nected regulatory scheme mcconnell u s at consider just one example of the distortions that will follow,0
citizens.pdf,political parties are barred under bcra from soliciting or spending soft money funds that are not subject to the statutes disclosure requirements or its source and amount limitations u s c i mccon nell u s at going forward corporations and unions will be free to spend as much general treasury money as they wish on ads that support or attack specific see brief for state of montana et al as amici curiae see also supp brief for senator john mccain et al as amici curiae aa listing states that presently limit or prohibit independent election eering expenditures from corporate general treasuries magleby the importance of the record in mcconnell v fec election l j cite as u s opinion of stevens j candidates whereas national parties will not be able to spend a dime of soft money on ads of any kind the courts ruling thus dramatically enhances the role of corporations and unionsand the narrow interests they representvisvis the role of political partiesand the broad coalitions they representin determining who will hold public office beyond the reliance interests at stake the other stare decisis factors also cut against the court considerations of antiquity are significant for similar reasons mcconnell is only six years old but austin has been on the books for two decades and many of the statutes called into question by todays opinion have been on the books for a half century or more the court points to no intervening change in circumstances that warrants revisiting austin certainly nothing relevant has changed since we decided wrtl two terms ago and the court gives no reason to think that austin and mcconnell are unworkable in fact no one has argued to us that austins rule has proved impracticable and not a single forprofit corpora tion union or state has asked us to overrule it quite to the contrary leading groups representing the business community organized labor and the nonprofit sector together with more than half of the states urge that we to be sure the majority may respond that congress can correct the imbalance by removing bcras softmoney limits cf tr of oral arg sept query of kennedy j but this is no response to any legislature that takes campaign finance regulation seriously it merely illustrates the breadth of the majoritys deregulatory vision see brief for committee for economic development as amicus cu riae brief for american,0
citizens.pdf,independent business alliance as amicus curiae but see supp brief for chamber of commerce of the united states of america as amicus curiae see brief for american federation of labor and congress of indus trial organizations as amicus curiae see brief for independent sector as amicus curiae see brief for state of montana et al as amici curiae citizens united v federal election commn opinion of stevens j preserve austin as for mcconnell the portions of bcra it upheld may be prolix but all three branches of govern ment have worked to make as userfriendly as possi ble for instance congress established a special mecha nism for expedited review of constitutional challenges see note following u s c h the fec has established a standardized process with clearly defined safe harbors for corporations to claim that a particular electioneering communication is permissible under wrtl see cfr and as noted above the chief justice crafted his controlling opinion in wrtl with the express goal of maximizing clarity and administrability u s at the case for stare decisis may be bolstered we have said when subsequent rulings have reduced the impact of a precedent while reaffirming the decisions core ruling dickerson v united states u s in the end the courts rejection of austin and mccon the fec established this process following the courts june decision in that case u s in the brief interval between the establishment of this process and the election corporations and unions used it to make million in electioneering communications supp brief for appellee fec electioneering communication summary online at httpfecgovfinancedisclosureecsummaryshtml all internet materials as visited jan and available in clerk of courts case file concedely austin and mcconnell were constitutional decisions and we have often said that claims of stare decisis are at the weakest in that field where our mistakes cannot be corrected by congress vieth v jubelirer u s plurality opinion as a general matter this principle is a sound one but the principle only takes on real force when an earlier ruling has obstructed the normal democratic process it is the fear of making mistakes that cannot be corrected by congress ibid that motivates us to review constitutional precedents with a more critical eye austin and mcconnell did not obstruct state or congressional legislative power in any way although it is unclear how high a bar todays decision will pose to future at,0
citizens.pdf,tempts to regulate corporate electioneering it will clearly restrain much legislative action cite as u s opinion of stevens j nell comes down to nothing more than its disagreement with their results virtually every one of its arguments was made and rejected in those cases and the majority opinion is essentially an amalgamation of resuscitated dissents the only relevant thing that has changed since austin and mcconnell is the composition of this court todays ruling thus strikes at the vitals of stare decisis the means by which we ensure that the law will not merely change erratically but will develop in a principled and intelligible fashion that permits society to presume that bedrock principles are founded in the law rather than in the proclivities of individuals vasquez v hillery u s iii the novelty of the courts procedural dereliction and its approach to stare decisis is matched by the novelty of its ruling on the merits the ruling rests on several premises first the court claims that austin and mcconnell have banned corporate speech second it claims that the first amendment precludes regulatory distinctions based on speaker identity including the speakers identity as a corporation third it claims that austin and mcconnell were radical outliers in our first amendment tradition and our campaign finance jurisprudence each of these claims is wrong the socalled ban pervading the courts analysis is the ominous image of a categorical ban on corporate speech ante at indeed the majority invokes the specter of a ban on nearly every page of its opinion ante at this characterization is highly misleading and needs to be corrected in fact it already has been our cases have repeatedly citizens united v federal election commn opinion of stevens j pointed out that contrary to the majoritys critical assumptions the statutes upheld in austin and mccon nell do not impose an absolute ban on all forms of corpo rate political spending austin u s at see also mcconnell u s at beaumont u s at for starters both statutes provide exemptions for pacs separate segregated funds established by a corporation for political purposes see u s c bbc mich comp laws ann west the ability to form and administer separate seg regated funds we observed in mcconnell has provided corporations and unions with a constitutionally sufficient opportunity to engage in express advocacy that has been this courts unanimous view u s,4
citizens.pdf,at under bcra any corporations stockholders and their families and its executive or administrative personnel and their families can pool their resources to finance election eering communications u s c bbai a significant and growing number of corporations avail themselves of this option during the most recent election cycle corporate and union pacs raised nearly a billion dollars administering a pac entails some administra tive burden but so does complying with the disclaimer disclosure and reporting requirements that the court today upholds see ante at and no one has suggested that the burden is severe for a sophisticated forprofit corporation to the extent the majority is worried about see fec number of federal pacs increases httpfecgovpress presspaccountshtml see supp brief for appellee citing fec statistics placing this figure at million the majority finds the pac option inadequate in part because a pac is a separate association from the corpora tion ante at the formal separateness of pacs from their host corporationswhich administer and control the pacs but which cannot funnel general treasury funds into them or force members to support themis of course the whole point of the pac mechanism cite as u s opinion of stevens j this issue it is important to keep in mind that we have no record to show how substantial the burden really is just the majoritys own unsupported factfinding see ante at like all other natural persons every shareholder of every corporation remains entirely free under austin and mcconnell to do however much electioneering she pleases outside of the corporate form the owners of a mom pop store can simply place ads in their own names rather than the stores if ideologically aligned individuals wish to make unlimited expenditures through the corporate form they may utilize an mcfl organiza tion that has policies in place to avoid becoming a conduit for business or union interests see mcfl u s at the laws upheld in austin and mcconnell leave open many additional avenues for corporations political speech consider the statutory provision we are ostensibly evalu ating in this case bcra it has no application to genuine issue advertisinga category of corporate speech congress found to be far more substantial than election related advertising see mcconnell u s at or to internet telephone and print advocacy like numer roaming far afield from the case at hand the majority worries that the government will use to,0
citizens.pdf,ban books pamphlets and blogs ante at yet by its plain terms does not apply to printed material see u s c fai see also cfr c electioneering communication does not include com munications appearing in print media and in light of the ordinary understanding of the terms broadcast cable and satellite fai coupled with congress clear aim of targeting a virtual torrent of televised electionrelated ads mcconnell u s at we highly doubt that could be interpreted to apply to a web site or book that happens to be transmitted at some stage over airwaves or cable lines or that the fec would ever try to do so see cfr exempting most internet communications from regulation as advertising exempting uncompensated internet activity from regulation as an expenditure supp brief for center for inde pendent media et al as amici curiae explaining that the fec has citizens united v federal election commn opinion of stevens j ous statutes it exempts media companies news stories commentaries and editorials from its electioneering re strictions in recognition of the unique role played by the institutional press in sustaining public debate see u s c fbi mcconnell u s at see also austin u s at it also allows corporations to spend unlimited sums on political commu nications with their executives and shareholders bba cfr a to fund additional pac activity through trade associations u s c bbd to distribute voting guides and voting records cfr c to underwrite voter registration and voter turnout activities c c to host fundraising events for candidates within certain limits c f and to pub licly endorse candidates through a press release and press conference c at the time citizens united brought this lawsuit the only types of speech that could be regulated under were broadcast cable or satellite communications capable of reaching at least persons in the relevant electorate made within days of a primary or days of a general federal election by a labor union or a nonmcfl nonmedia corporation paid for consistently construed bcras media exemption to apply to a variety of nontraditional media if it should the government acknowledges there would be quite a good asapplied challenge tr of oral arg sept as the government points out with a media corporation there is also a lesser risk that investors will not understand learn about or support the advocacy messages that the corporation disseminates supp,4
citizens.pdf,reply brief for appellee everyone knows and expects that media outlets may seek to influence elections in this way u s c fai fc faiii bb mcconnell u s at cite as u s opinion of stevens j with general treasury funds and susceptible of no reasonable interpretation other than as an appeal to vote for or against a specific candidate the category of communications meeting all of these criteria is not trivial but the notion that corporate political speech has been suppressed altogether ante at that corporations have been excluded from the general public dia logue ante at or that a work of fiction such as mr smith goes to washington might be covered ante at is nonsense even the plaintiffs in mcconnell who had every incentive to depict bcra as negatively as pos sible declined to argue that s prohibition on certain uses of general treasury funds amounts to a complete ban see u s at in many ways then functions as a source restric tion or a time place and manner restriction it applies in a viewpointneutral fashion to a narrow subset of advocacy messages about clearly identified candidates for federal office made during discrete time periods through discrete channels in the case at hand all citizens united needed to do to broadcast hillary right before the primary was to abjure business contributions or use the funds in its pac which by its own account is one of the most active conser vative pacs in america citizens united political victory bbc wrtl u s opinion of roberts c j it is likewise nonsense to suggest that the fecs business is to censor ante at quoting freedman v maryland u s the fecs business is to administer and enforce the campaign finance laws the regulatory body at issue in freedman was a state board of censors that had virtually unfettered discretion to bar distri bution of motion picture films it deemed not to be moral and proper see id at and n no movie could be shown in the state of maryland that was not first approved and licensed by the board of censors id at n it is an understatement to say that freedman is not on point and the majoritys characterization of the fec is deeply disconcerting citizens united v federal election commn opinion of stevens j fund httpwwwcupvforg so let us be clear neither austin,0
citizens.pdf,nor mcconnell held or implied that corporations may be silenced the fec is not a censor and in the years since these cases were decided corporations have continued to play a major role in the national dialogue laws such as target a class of communications that is especially likely to corrupt the political process that is at least one degree removed from the views of individual citizens and that may not even reflect the views of those who pay for it such laws burden political speech and that is always a serious matter demanding careful scrutiny but the majoritys incessant talk of a ban aims at a straw man identitybased distinctions the second pillar of the courts opinion is its assertion that the government cannot restrict political speech based on the speakers identity ante at accord ante at the case on which it relies for this proposition is first nat bank of boston v bellotti u s as i shall explain infra at the holding in that case was far narrower than the court implies like its paeans to unfettered discourse the courts denunciation of identitybased distinctions may have rhetorical appeal but it obscures reality our jurisprudence over the past years has rejected an absolutist interpretation of the first amendment wrtl u s at opinion of roberts c j the citizens united has administered this pac for over a decade see defendant fecs memorandum in opposition to plaintiffs second motion for preliminary injunction in no arr rcl rwr dc p citizens united also operates multiple organizations that engage in partisan political activity see defendant fecs state ment of material facts as to which there is no genuine dispute in no dc cite as u s opinion of stevens j first amendment provides that congress shall make no law abridging the freedom of speech or of the press apart perhaps from measures designed to protect the press that text might seem to permit no distinctions of any kind yet in a variety of contexts we have held that speech can be regulated differentially on account of the speakers identity when identity is understood in cate gorical or institutional terms the government routinely places special restrictions on the speech rights of stu dents prisoners members of the armed forces for eigners and its own employees when such restric tions are justified by a legitimate governmental interest they do not necessarily raise constitutional,4
citizens.pdf,problems in see eg bethel school dist no v fraser u s the constitutional rights of students in public school are not automatically coextensive with the rights of adults in other settings see eg jones v north carolina prisoners labor union inc u s in a prison context an inmate does not retain those first amendment rights that are inconsistent with his status as a prisoner or with the legitimate penological objectives of the corrections system internal quotation marks omitted see eg parker v levy u s while the members of the military are not excluded from the protection granted by the first amendment the different character of the military com munity and of the military mission requires a different application of those protections see eg u s c ea foreign nationals may not directly or indirectly make contributions or independent expenditures in con nection with a u s election see eg civil service commn v letter carriers u s upholding statute prohibiting executive branch employees from taking any active part in political management or in political cam paigns internal quotation marks omitted public workers v mitchell u s same united states v wurzbach u s upholding statute prohibiting federal employees from making contributions to members of congress for any political purpose what ever internal quotation marks omitted ex parte curtis u s upholding statute prohibiting certain federal employees from giving money to other employees for political purposes the majority states that the cases just cited are inapposite be citizens united v federal election commn opinion of stevens j contrast to the blanket rule that the majority espouses our cases recognize that the governments interests may be more or less compelling with respect to different classes of speakers cf minneapolis star tribune co v min nesota commr of revenue u s differential treatment is constitutionally suspect unless justified by some special characteristic of the regulated class of speakers emphasis added and that the constitutional rights of certain categories of speakers in certain contexts are not automatically coextensive with the rights that are normally accorded to members of our society morse v frederick u s quoting bethel school dist no v fraser u s the free speech guarantee thus does not render every other public interest an illegitimate basis for qualifying a speakers autonomy society could scarcely function if it did it is fair to say that our first amendment doctrine,0
citizens.pdf,has frowned on certain identitybased distinctions los angeles police dept v united reporting publishing corp cause they stand only for the proposition that there are certain gov ernmental functions that cannot operate without some restrictions on particular kinds of speech ante at the majoritys creative sug gestion that these cases stand only for that one proposition is quite implausible in any event the proposition lies at the heart of this case as congress and half the state legislatures have concluded over many decades that their core functions of administering elections and pass ing legislation cannot operate effectively without some narrow restric tions on corporate electioneering paid for by general treasury funds outside of the law of course it is a commonplace that the identity and incentives of the speaker might be relevant to an assessment of his speech see aristotle poetics m heath transl in evaluating any utterance or action one must take into account not just the moral qualities of what is actually done or said but also the iden tity of the agent or speaker the addressee the occasion the means and the motive the insight that the identity of speakers is a proper subject of regulatory concern it bears noting motivates the disclaimer and disclosure provisions that the court today upholds cite as u s opinion of stevens j u s n stevens j dissenting particularly those that may reflect invidious discrimina tion or preferential treatment of a politically powerful group but it is simply incorrect to suggest that we have prohibited all legislative distinctions based on identity or content not even close the election context is distinctive in many ways and the court of course is right that the first amendment closely guards political speech but in this context too the au thority of legislatures to enact viewpointneutral regula tions based on content and identity is well settled we have for example allowed staterun broadcasters to ex clude independent candidates from televised debates arkansas ed television commn v forbes u s we have upheld statutes that prohibit the distri bution or display of campaign materials near a polling place burson v freeman u s al though we have not reviewed them directly we have never cast doubt on laws that place special restrictions on cam paign spending by foreign nationals see eg u s c ea and we have consistently approved laws that bar government employees,4
citizens.pdf,but not others from contrib i dissented in forbes because the broadcasters decision to exclude the respondent from its debate was done on the basis of entirely subjective ad hoc judgments u s at that suggested anti competitive viewpoint discrimination id at and lacked a compelling justification needless to say my concerns do not apply to the instant case the law at issue in burson was far from unusual all states the court observed limit access to the areas in or around polling places u s at see also note ky l j n collecting statutes i dissented in burson because the evidence adduced to justify tennessees law was exceptionally thin u s at and the reason for the restriction had disap peared over time id at in short i concluded tennessee had failed to point to any legitimate interest that would justify its selective regulation of campaignrelated expression id at these criticisms are inapplicable to the case before us citizens united v federal election commn opinion of stevens j uting to or participating in political activities see n supra these statutes burden the political expression of one class of speakers namely civil servants yet we have sustained them on the basis of longstanding practice and congress reasoned judgment that certain regulations which leave untouched full participation in political decisions at the ballot box civil service commn v letter carriers u s internal quotation marks omitted help ensure that public officials are suffi ciently free from improper influences id at and that confidence in the system of representative govern ment is not eroded to a disastrous extent id at the same logic applies to this case with additional force because it is the identity of corporations rather than individuals that the legislature has taken into account as we have unanimously observed legislatures are enti tled to decide that the special characteristics of the corpo rate structure require particularly careful regulation in an electoral context nrwc u s at not only has the distinctive potential of corporations to corrupt the electoral process long been recognized but within the area of campaign finance corporate spending is also fur thest from the core of political expression since corpora tions first amendment speech and association interests are derived largely from those of their members and of the public in receiving information beaumont u s at n citation omitted campaign finance distinctions based on corporate,0
